recommendation_id,device_id,case_id,if_approved_threat_contained,if_approved_device_isolated,if_approved_user_impact,if_dismissed_malware_spread,if_dismissed_security_risk,if_dismissed_business_impact
REC-0829,DEV-0236,CASE-0829,Threat contained and lateral movement prevented,DEV-0236-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to IT Operations workflows if threat is real
REC-0830,DEV-0002,CASE-0830,Threat contained and lateral movement prevented,DEV-0002-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Finance workflows if threat is real
REC-0831,DEV-0122,CASE-0831,Threat contained and lateral movement prevented,DEV-0122-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Sales workflows if threat is real
REC-0832,DEV-0018,CASE-0832,Threat contained and lateral movement prevented,DEV-0018-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0833,DEV-0171,CASE-0833,Threat contained and lateral movement prevented,DEV-0171-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0834,DEV-0184,CASE-0834,Threat contained and lateral movement prevented,DEV-0184-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0835,DEV-0134,CASE-0835,Threat contained and lateral movement prevented,DEV-0134-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0836,DEV-0186,CASE-0836,Threat contained and lateral movement prevented,DEV-0186-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0837,DEV-0085,CASE-0837,Threat contained and lateral movement prevented,DEV-0085-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0838,DEV-0086,CASE-0838,Threat contained and lateral movement prevented,DEV-0086-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0839,DEV-0173,CASE-0839,Threat contained and lateral movement prevented,DEV-0173-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Executive Office workflows if threat is real
REC-0840,DEV-0015,CASE-0840,Threat contained and lateral movement prevented,DEV-0015-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Finance workflows if threat is real
REC-0841,DEV-0164,CASE-0841,Threat contained and lateral movement prevented,DEV-0164-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to IT Operations workflows if threat is real
REC-0842,DEV-0156,CASE-0842,Threat contained and lateral movement prevented,DEV-0156-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Sales workflows if threat is real
REC-0843,DEV-0068,CASE-0843,Threat contained and lateral movement prevented,DEV-0068-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Executive Office workflows if threat is real
REC-0844,DEV-0140,CASE-0844,Threat contained and lateral movement prevented,DEV-0140-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Sales workflows if threat is real
REC-0845,DEV-0073,CASE-0845,Threat contained and lateral movement prevented,DEV-0073-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Sales workflows if threat is real
REC-0846,DEV-0128,CASE-0846,Threat contained and lateral movement prevented,DEV-0128-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to IT Operations workflows if threat is real
REC-0847,DEV-0207,CASE-0847,Threat contained and lateral movement prevented,DEV-0207-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0848,DEV-0247,CASE-0848,Threat contained and lateral movement prevented,DEV-0247-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0849,DEV-0152,CASE-0849,Threat contained and lateral movement prevented,DEV-0152-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0850,DEV-0178,CASE-0850,Threat contained and lateral movement prevented,DEV-0178-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0851,DEV-0082,CASE-0851,Threat contained and lateral movement prevented,DEV-0082-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Finance workflows if threat is real
REC-0852,DEV-0186,CASE-0852,Threat contained and lateral movement prevented,DEV-0186-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0853,DEV-0067,CASE-0853,Threat contained and lateral movement prevented,DEV-0067-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0854,DEV-0071,CASE-0854,Threat contained and lateral movement prevented,DEV-0071-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0855,DEV-0176,CASE-0855,Threat contained and lateral movement prevented,DEV-0176-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Finance workflows if threat is real
REC-0856,DEV-0020,CASE-0856,Threat contained and lateral movement prevented,DEV-0020-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0857,DEV-0205,CASE-0857,Threat contained and lateral movement prevented,DEV-0205-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Executive Office workflows if threat is real
REC-0858,DEV-0136,CASE-0858,Threat contained and lateral movement prevented,DEV-0136-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0859,DEV-0113,CASE-0859,Threat contained and lateral movement prevented,DEV-0113-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0860,DEV-0061,CASE-0860,Threat contained and lateral movement prevented,DEV-0061-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0861,DEV-0129,CASE-0861,Threat contained and lateral movement prevented,DEV-0129-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Executive Office workflows if threat is real
REC-0862,DEV-0103,CASE-0862,Threat contained and lateral movement prevented,DEV-0103-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0863,DEV-0136,CASE-0863,Threat contained and lateral movement prevented,DEV-0136-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0864,DEV-0018,CASE-0864,Threat contained and lateral movement prevented,DEV-0018-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Sales workflows if threat is real
REC-0865,DEV-0154,CASE-0865,Threat contained and lateral movement prevented,DEV-0154-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0866,DEV-0190,CASE-0866,Threat contained and lateral movement prevented,DEV-0190-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0867,DEV-0033,CASE-0867,Threat contained and lateral movement prevented,DEV-0033-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0868,DEV-0246,CASE-0868,Threat contained and lateral movement prevented,DEV-0246-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0869,DEV-0079,CASE-0869,Threat contained and lateral movement prevented,DEV-0079-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0870,DEV-0028,CASE-0870,Threat contained and lateral movement prevented,DEV-0028-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Executive Office workflows if threat is real
REC-0871,DEV-0079,CASE-0871,Threat contained and lateral movement prevented,DEV-0079-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0872,DEV-0219,CASE-0872,Threat contained and lateral movement prevented,DEV-0219-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Sales workflows if threat is real
REC-0873,DEV-0241,CASE-0873,Threat contained and lateral movement prevented,DEV-0241-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Finance workflows if threat is real
REC-0874,DEV-0244,CASE-0874,Threat contained and lateral movement prevented,DEV-0244-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Sales workflows if threat is real
REC-0875,DEV-0248,CASE-0875,Threat contained and lateral movement prevented,DEV-0248-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to IT Operations workflows if threat is real
REC-0876,DEV-0036,CASE-0876,Threat contained and lateral movement prevented,DEV-0036-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0877,DEV-0112,CASE-0877,Threat contained and lateral movement prevented,DEV-0112-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0878,DEV-0003,CASE-0878,Threat contained and lateral movement prevented,DEV-0003-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Executive Office workflows if threat is real
REC-0879,DEV-0186,CASE-0879,Threat contained and lateral movement prevented,DEV-0186-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0880,DEV-0072,CASE-0880,Threat contained and lateral movement prevented,DEV-0072-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Finance workflows if threat is real
REC-0881,DEV-0228,CASE-0881,Threat contained and lateral movement prevented,DEV-0228-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to IT Operations workflows if threat is real
REC-0882,DEV-0087,CASE-0882,Threat contained and lateral movement prevented,DEV-0087-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to IT Operations workflows if threat is real
REC-0883,DEV-0001,CASE-0883,Threat contained and lateral movement prevented,DEV-0001-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Executive Office workflows if threat is real
REC-0884,DEV-0074,CASE-0884,Threat contained and lateral movement prevented,DEV-0074-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Executive Office workflows if threat is real
REC-0885,DEV-0058,CASE-0885,Threat contained and lateral movement prevented,DEV-0058-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0886,DEV-0246,CASE-0886,Threat contained and lateral movement prevented,DEV-0246-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0887,DEV-0057,CASE-0887,Threat contained and lateral movement prevented,DEV-0057-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0888,DEV-0150,CASE-0888,Threat contained and lateral movement prevented,DEV-0150-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Sales workflows if threat is real
REC-0889,DEV-0205,CASE-0889,Threat contained and lateral movement prevented,DEV-0205-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0890,DEV-0031,CASE-0890,Threat contained and lateral movement prevented,DEV-0031-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0891,DEV-0077,CASE-0891,Threat contained and lateral movement prevented,DEV-0077-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Executive Office workflows if threat is real
REC-0892,DEV-0032,CASE-0892,Threat contained and lateral movement prevented,DEV-0032-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0893,DEV-0051,CASE-0893,Threat contained and lateral movement prevented,DEV-0051-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to IT Operations workflows if threat is real
REC-0894,DEV-0239,CASE-0894,Threat contained and lateral movement prevented,DEV-0239-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0895,DEV-0148,CASE-0895,Threat contained and lateral movement prevented,DEV-0148-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Finance workflows if threat is real
REC-0896,DEV-0145,CASE-0896,Threat contained and lateral movement prevented,DEV-0145-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0897,DEV-0180,CASE-0897,Threat contained and lateral movement prevented,DEV-0180-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0898,DEV-0090,CASE-0898,Threat contained and lateral movement prevented,DEV-0090-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0899,DEV-0153,CASE-0899,Threat contained and lateral movement prevented,DEV-0153-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Finance workflows if threat is real
REC-0900,DEV-0024,CASE-0900,Threat contained and lateral movement prevented,DEV-0024-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Finance workflows if threat is real
REC-0901,DEV-0090,CASE-0901,Threat contained and lateral movement prevented,DEV-0090-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0902,DEV-0205,CASE-0902,Threat contained and lateral movement prevented,DEV-0205-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to IT Operations workflows if threat is real
REC-0903,DEV-0137,CASE-0903,Threat contained and lateral movement prevented,DEV-0137-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0904,DEV-0019,CASE-0904,Threat contained and lateral movement prevented,DEV-0019-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0905,DEV-0102,CASE-0905,Threat contained and lateral movement prevented,DEV-0102-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0906,DEV-0100,CASE-0906,Threat contained and lateral movement prevented,DEV-0100-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0907,DEV-0093,CASE-0907,Threat contained and lateral movement prevented,DEV-0093-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0908,DEV-0187,CASE-0908,Threat contained and lateral movement prevented,DEV-0187-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0909,DEV-0198,CASE-0909,Threat contained and lateral movement prevented,DEV-0198-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0910,DEV-0188,CASE-0910,Threat contained and lateral movement prevented,DEV-0188-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Executive Office workflows if threat is real
REC-0911,DEV-0195,CASE-0911,Threat contained and lateral movement prevented,DEV-0195-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0912,DEV-0048,CASE-0912,Threat contained and lateral movement prevented,DEV-0048-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Executive Office workflows if threat is real
REC-0913,DEV-0003,CASE-0913,Threat contained and lateral movement prevented,DEV-0003-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Executive Office workflows if threat is real
REC-0914,DEV-0030,CASE-0914,Threat contained and lateral movement prevented,DEV-0030-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Finance workflows if threat is real
REC-0915,DEV-0111,CASE-0915,Threat contained and lateral movement prevented,DEV-0111-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Finance workflows if threat is real
REC-0916,DEV-0194,CASE-0916,Threat contained and lateral movement prevented,DEV-0194-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0917,DEV-0012,CASE-0917,Threat contained and lateral movement prevented,DEV-0012-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0918,DEV-0046,CASE-0918,Threat contained and lateral movement prevented,DEV-0046-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Executive Office workflows if threat is real
REC-0919,DEV-0142,CASE-0919,Threat contained and lateral movement prevented,DEV-0142-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0920,DEV-0045,CASE-0920,Threat contained and lateral movement prevented,DEV-0045-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Sales workflows if threat is real
REC-0921,DEV-0152,CASE-0921,Threat contained and lateral movement prevented,DEV-0152-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0922,DEV-0106,CASE-0922,Threat contained and lateral movement prevented,DEV-0106-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to IT Operations workflows if threat is real
REC-0923,DEV-0007,CASE-0923,Threat contained and lateral movement prevented,DEV-0007-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Sales workflows if threat is real
REC-0924,DEV-0013,CASE-0924,Threat contained and lateral movement prevented,DEV-0013-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0925,DEV-0055,CASE-0925,Threat contained and lateral movement prevented,DEV-0055-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0926,DEV-0185,CASE-0926,Threat contained and lateral movement prevented,DEV-0185-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0927,DEV-0156,CASE-0927,Threat contained and lateral movement prevented,DEV-0156-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0928,DEV-0218,CASE-0928,Threat contained and lateral movement prevented,DEV-0218-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0929,DEV-0089,CASE-0929,Threat contained and lateral movement prevented,DEV-0089-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0930,DEV-0127,CASE-0930,Threat contained and lateral movement prevented,DEV-0127-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Sales workflows if threat is real
REC-0931,DEV-0172,CASE-0931,Threat contained and lateral movement prevented,DEV-0172-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to IT Operations workflows if threat is real
REC-0932,DEV-0149,CASE-0932,Threat contained and lateral movement prevented,DEV-0149-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Sales workflows if threat is real
REC-0933,DEV-0236,CASE-0933,Threat contained and lateral movement prevented,DEV-0236-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0934,DEV-0115,CASE-0934,Threat contained and lateral movement prevented,DEV-0115-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0935,DEV-0022,CASE-0935,Threat contained and lateral movement prevented,DEV-0022-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to IT Operations workflows if threat is real
REC-0936,DEV-0022,CASE-0936,Threat contained and lateral movement prevented,DEV-0022-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Sales workflows if threat is real
REC-0937,DEV-0115,CASE-0937,Threat contained and lateral movement prevented,DEV-0115-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to IT Operations workflows if threat is real
REC-0938,DEV-0012,CASE-0938,Threat contained and lateral movement prevented,DEV-0012-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to IT Operations workflows if threat is real
REC-0939,DEV-0148,CASE-0939,Threat contained and lateral movement prevented,DEV-0148-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to IT Operations workflows if threat is real
REC-0940,DEV-0116,CASE-0940,Threat contained and lateral movement prevented,DEV-0116-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Executive Office workflows if threat is real
