recommendation_id,device_id,case_id,past_similar_cases,correct_recommendations,incorrect_recommendations,historical_reliability_score,known_weaknesses
REC-0737,DEV-0145,CASE-0737,98,22,1,95.7,Over-flags Linux devices
REC-0738,DEV-0200,CASE-0738,103,71,3,95.9,Limited visibility during VPN outages; Elevated false positives during patch windows; Less reliable on previously unseen device models
REC-0739,DEV-0229,CASE-0739,117,29,0,100.0,Over-flags Linux devices; Elevated false positives during patch windows
REC-0740,DEV-0242,CASE-0740,21,57,2,96.6,Limited visibility during VPN outages
REC-0741,DEV-0119,CASE-0741,64,72,6,92.3,Overweights failed login signals on shared kiosks; Less reliable on previously unseen device models; Reduced accuracy on staging environments
REC-0742,DEV-0172,CASE-0742,82,34,2,94.4,Limited visibility during VPN outages; Struggles with executive device context; Reduced accuracy on staging environments
REC-0743,DEV-0045,CASE-0743,24,55,2,96.5,Limited visibility during VPN outages
REC-0744,DEV-0025,CASE-0744,89,69,4,94.5,Limited visibility during VPN outages; Elevated false positives during patch windows; Over-flags Linux devices
REC-0745,DEV-0106,CASE-0745,28,64,3,95.5,Reduced accuracy on staging environments
REC-0746,DEV-0005,CASE-0746,42,42,3,93.3,Elevated false positives during patch windows; Over-flags Linux devices
REC-0747,DEV-0243,CASE-0747,60,69,5,93.2,Overweights failed login signals on shared kiosks; Reduced accuracy on staging environments
REC-0748,DEV-0233,CASE-0748,109,47,0,100.0,Less reliable on previously unseen device models
REC-0749,DEV-0220,CASE-0749,26,41,0,100.0,Struggles with executive device context
REC-0750,DEV-0063,CASE-0750,23,55,1,98.2,Less reliable on previously unseen device models; Struggles with executive device context; Overweights failed login signals on shared kiosks
REC-0751,DEV-0175,CASE-0751,49,54,1,98.2,Limited visibility during VPN outages; Less reliable on previously unseen device models; Overweights failed login signals on shared kiosks
REC-0752,DEV-0249,CASE-0752,97,69,4,94.5,Limited visibility during VPN outages
REC-0753,DEV-0048,CASE-0753,92,72,3,96.0,Limited visibility during VPN outages; Less reliable on previously unseen device models
REC-0754,DEV-0093,CASE-0754,67,26,1,96.3,Overweights failed login signals on shared kiosks
REC-0755,DEV-0151,CASE-0755,60,78,1,98.7,Limited visibility during VPN outages; Over-flags Linux devices; Reduced accuracy on staging environments
REC-0756,DEV-0059,CASE-0756,76,21,1,95.5,Elevated false positives during patch windows
REC-0757,DEV-0175,CASE-0757,46,73,3,96.1,Less reliable on previously unseen device models; Reduced accuracy on staging environments
REC-0758,DEV-0155,CASE-0758,95,64,0,100.0,Elevated false positives during patch windows
REC-0759,DEV-0139,CASE-0759,50,22,0,100.0,Reduced accuracy on staging environments; Less reliable on previously unseen device models
REC-0760,DEV-0224,CASE-0760,28,36,2,94.7,Limited visibility during VPN outages; Less reliable on previously unseen device models
REC-0761,DEV-0067,CASE-0761,96,51,2,96.2,Reduced accuracy on staging environments; Less reliable on previously unseen device models
REC-0762,DEV-0152,CASE-0762,86,48,1,98.0,Reduced accuracy on staging environments; Struggles with executive device context
REC-0763,DEV-0066,CASE-0763,107,30,0,100.0,Overweights failed login signals on shared kiosks
REC-0764,DEV-0234,CASE-0764,104,55,0,100.0,Over-flags Linux devices; Struggles with executive device context
REC-0765,DEV-0110,CASE-0765,43,70,2,97.2,Over-flags Linux devices
REC-0766,DEV-0105,CASE-0766,103,40,2,95.2,Limited visibility during VPN outages; Less reliable on previously unseen device models
REC-0767,DEV-0220,CASE-0767,115,29,1,96.7,Limited visibility during VPN outages; Struggles with executive device context
REC-0768,DEV-0184,CASE-0768,106,54,4,93.1,Overweights failed login signals on shared kiosks; Struggles with executive device context
REC-0769,DEV-0078,CASE-0769,102,30,1,96.8,Overweights failed login signals on shared kiosks; Less reliable on previously unseen device models; Elevated false positives during patch windows
REC-0770,DEV-0201,CASE-0770,61,34,2,94.4,Overweights failed login signals on shared kiosks; Elevated false positives during patch windows
REC-0771,DEV-0094,CASE-0771,48,29,0,100.0,Over-flags Linux devices; Limited visibility during VPN outages
REC-0772,DEV-0036,CASE-0772,83,40,2,95.2,Elevated false positives during patch windows
REC-0773,DEV-0023,CASE-0773,34,72,5,93.5,Limited visibility during VPN outages; Less reliable on previously unseen device models; Over-flags Linux devices
REC-0774,DEV-0049,CASE-0774,70,31,0,100.0,Over-flags Linux devices; Less reliable on previously unseen device models
REC-0775,DEV-0008,CASE-0775,45,34,0,100.0,Less reliable on previously unseen device models; Struggles with executive device context; Reduced accuracy on staging environments
REC-0776,DEV-0083,CASE-0776,40,36,2,94.7,Limited visibility during VPN outages; Elevated false positives during patch windows
REC-0777,DEV-0013,CASE-0777,108,53,2,96.4,Struggles with executive device context; Less reliable on previously unseen device models
REC-0778,DEV-0016,CASE-0778,117,24,0,100.0,Over-flags Linux devices
REC-0779,DEV-0219,CASE-0779,96,38,2,95.0,Reduced accuracy on staging environments; Less reliable on previously unseen device models
REC-0780,DEV-0023,CASE-0780,99,55,4,93.2,Limited visibility during VPN outages
REC-0781,DEV-0195,CASE-0781,114,42,3,93.3,Struggles with executive device context
REC-0782,DEV-0184,CASE-0782,106,63,0,100.0,Limited visibility during VPN outages
REC-0783,DEV-0121,CASE-0783,94,40,1,97.6,Less reliable on previously unseen device models; Struggles with executive device context; Reduced accuracy on staging environments
REC-0784,DEV-0094,CASE-0784,102,42,2,95.5,Struggles with executive device context
REC-0785,DEV-0131,CASE-0785,39,69,2,97.2,Limited visibility during VPN outages; Less reliable on previously unseen device models; Overweights failed login signals on shared kiosks
REC-0786,DEV-0028,CASE-0786,30,46,3,93.9,Less reliable on previously unseen device models; Overweights failed login signals on shared kiosks; Limited visibility during VPN outages
REC-0787,DEV-0154,CASE-0787,39,54,2,96.4,Limited visibility during VPN outages; Struggles with executive device context; Elevated false positives during patch windows
REC-0788,DEV-0149,CASE-0788,43,48,3,94.1,Limited visibility during VPN outages
REC-0789,DEV-0124,CASE-0789,88,70,0,100.0,Elevated false positives during patch windows; Reduced accuracy on staging environments; Limited visibility during VPN outages
REC-0790,DEV-0207,CASE-0790,66,33,1,97.1,Struggles with executive device context; Less reliable on previously unseen device models; Reduced accuracy on staging environments
REC-0791,DEV-0228,CASE-0791,39,49,0,100.0,Limited visibility during VPN outages
REC-0792,DEV-0098,CASE-0792,33,78,1,98.7,Limited visibility during VPN outages; Reduced accuracy on staging environments; Overweights failed login signals on shared kiosks
REC-0793,DEV-0157,CASE-0793,50,47,2,95.9,Over-flags Linux devices
REC-0794,DEV-0206,CASE-0794,117,79,0,100.0,Overweights failed login signals on shared kiosks; Limited visibility during VPN outages
REC-0795,DEV-0007,CASE-0795,90,23,1,95.8,Struggles with executive device context
REC-0796,DEV-0101,CASE-0796,75,38,0,100.0,Struggles with executive device context; Over-flags Linux devices
REC-0797,DEV-0117,CASE-0797,22,40,1,97.6,Limited visibility during VPN outages; Over-flags Linux devices
REC-0798,DEV-0028,CASE-0798,64,48,2,96.0,Limited visibility during VPN outages; Overweights failed login signals on shared kiosks
REC-0799,DEV-0104,CASE-0799,36,59,3,95.2,Less reliable on previously unseen device models
REC-0800,DEV-0058,CASE-0800,51,34,2,94.4,Struggles with executive device context; Limited visibility during VPN outages
REC-0801,DEV-0034,CASE-0801,119,21,0,100.0,Struggles with executive device context
REC-0802,DEV-0038,CASE-0802,35,25,1,96.2,Less reliable on previously unseen device models; Struggles with executive device context; Limited visibility during VPN outages
REC-0803,DEV-0045,CASE-0803,38,56,4,93.3,Less reliable on previously unseen device models
REC-0804,DEV-0244,CASE-0804,93,44,2,95.7,Over-flags Linux devices
REC-0805,DEV-0063,CASE-0805,101,64,3,95.5,Limited visibility during VPN outages; Elevated false positives during patch windows
REC-0806,DEV-0216,CASE-0806,80,45,0,100.0,Over-flags Linux devices
REC-0807,DEV-0155,CASE-0807,118,79,2,97.5,Reduced accuracy on staging environments; Over-flags Linux devices
REC-0808,DEV-0069,CASE-0808,37,49,3,94.2,Limited visibility during VPN outages; Overweights failed login signals on shared kiosks
REC-0809,DEV-0245,CASE-0809,118,47,3,94.0,Elevated false positives during patch windows
REC-0810,DEV-0092,CASE-0810,64,52,2,96.3,Less reliable on previously unseen device models; Overweights failed login signals on shared kiosks; Elevated false positives during patch windows
REC-0811,DEV-0146,CASE-0811,87,63,5,92.6,Limited visibility during VPN outages; Overweights failed login signals on shared kiosks
REC-0812,DEV-0218,CASE-0812,37,64,4,94.1,Overweights failed login signals on shared kiosks
REC-0813,DEV-0089,CASE-0813,27,75,5,93.8,Reduced accuracy on staging environments; Less reliable on previously unseen device models; Elevated false positives during patch windows
REC-0814,DEV-0193,CASE-0814,92,63,5,92.6,Reduced accuracy on staging environments; Over-flags Linux devices
REC-0815,DEV-0190,CASE-0815,66,37,0,100.0,Limited visibility during VPN outages; Less reliable on previously unseen device models; Elevated false positives during patch windows
REC-0816,DEV-0145,CASE-0816,87,59,0,100.0,Over-flags Linux devices
REC-0817,DEV-0037,CASE-0817,61,35,2,94.6,Overweights failed login signals on shared kiosks; Struggles with executive device context
REC-0818,DEV-0170,CASE-0818,42,20,0,100.0,Reduced accuracy on staging environments; Less reliable on previously unseen device models; Overweights failed login signals on shared kiosks
REC-0819,DEV-0073,CASE-0819,25,58,4,93.5,Overweights failed login signals on shared kiosks; Limited visibility during VPN outages; Elevated false positives during patch windows
REC-0820,DEV-0239,CASE-0820,72,65,4,94.2,Limited visibility during VPN outages
REC-0821,DEV-0020,CASE-0821,49,55,3,94.8,Overweights failed login signals on shared kiosks; Reduced accuracy on staging environments; Over-flags Linux devices
REC-0822,DEV-0127,CASE-0822,64,48,0,100.0,Limited visibility during VPN outages
REC-0823,DEV-0222,CASE-0823,84,55,1,98.2,Less reliable on previously unseen device models; Reduced accuracy on staging environments
REC-0824,DEV-0113,CASE-0824,99,73,6,92.4,Reduced accuracy on staging environments
REC-0825,DEV-0076,CASE-0825,106,40,3,93.0,Limited visibility during VPN outages; Reduced accuracy on staging environments; Overweights failed login signals on shared kiosks
REC-0826,DEV-0051,CASE-0826,17,56,4,93.3,Struggles with executive device context; Less reliable on previously unseen device models
REC-0827,DEV-0071,CASE-0827,107,51,3,94.4,Over-flags Linux devices
REC-0828,DEV-0075,CASE-0828,32,28,0,100.0,Elevated false positives during patch windows; Reduced accuracy on staging environments; Overweights failed login signals on shared kiosks
REC-0829,DEV-0236,CASE-0829,25,70,6,92.1,Less reliable on previously unseen device models; Reduced accuracy on staging environments; Struggles with executive device context
REC-0830,DEV-0002,CASE-0830,83,78,1,98.7,Reduced accuracy on staging environments; Elevated false positives during patch windows; Over-flags Linux devices
REC-0831,DEV-0122,CASE-0831,25,45,2,95.7,Elevated false positives during patch windows
REC-0832,DEV-0018,CASE-0832,84,51,3,94.4,Struggles with executive device context; Reduced accuracy on staging environments
REC-0833,DEV-0171,CASE-0833,49,24,1,96.0,Less reliable on previously unseen device models; Over-flags Linux devices
REC-0834,DEV-0184,CASE-0834,67,38,2,95.0,Elevated false positives during patch windows; Struggles with executive device context
REC-0835,DEV-0134,CASE-0835,93,65,2,97.0,Less reliable on previously unseen device models; Struggles with executive device context
REC-0836,DEV-0186,CASE-0836,102,64,5,92.8,Less reliable on previously unseen device models; Elevated false positives during patch windows; Overweights failed login signals on shared kiosks
REC-0837,DEV-0085,CASE-0837,33,50,4,92.6,Limited visibility during VPN outages; Overweights failed login signals on shared kiosks
REC-0838,DEV-0086,CASE-0838,109,60,1,98.4,Struggles with executive device context; Over-flags Linux devices
REC-0839,DEV-0173,CASE-0839,85,44,1,97.8,Over-flags Linux devices; Reduced accuracy on staging environments
REC-0840,DEV-0015,CASE-0840,76,69,0,100.0,Elevated false positives during patch windows; Limited visibility during VPN outages; Over-flags Linux devices
REC-0841,DEV-0164,CASE-0841,59,44,0,100.0,Reduced accuracy on staging environments; Limited visibility during VPN outages; Overweights failed login signals on shared kiosks
REC-0842,DEV-0156,CASE-0842,78,48,0,100.0,Struggles with executive device context; Elevated false positives during patch windows; Over-flags Linux devices
REC-0843,DEV-0068,CASE-0843,78,31,2,93.9,Less reliable on previously unseen device models
REC-0844,DEV-0140,CASE-0844,23,74,6,92.5,Limited visibility during VPN outages; Reduced accuracy on staging environments
REC-0845,DEV-0073,CASE-0845,36,46,3,93.9,Reduced accuracy on staging environments
REC-0846,DEV-0128,CASE-0846,84,54,0,100.0,Reduced accuracy on staging environments; Overweights failed login signals on shared kiosks; Over-flags Linux devices
REC-0847,DEV-0207,CASE-0847,54,22,1,95.7,Less reliable on previously unseen device models; Elevated false positives during patch windows; Reduced accuracy on staging environments
REC-0848,DEV-0247,CASE-0848,89,56,3,94.9,Elevated false positives during patch windows
REC-0849,DEV-0152,CASE-0849,61,44,2,95.7,Struggles with executive device context; Elevated false positives during patch windows
REC-0850,DEV-0178,CASE-0850,93,71,3,95.9,Limited visibility during VPN outages
REC-0851,DEV-0082,CASE-0851,67,30,0,100.0,Elevated false positives during patch windows; Struggles with executive device context; Limited visibility during VPN outages
REC-0852,DEV-0186,CASE-0852,68,45,1,97.8,Less reliable on previously unseen device models; Overweights failed login signals on shared kiosks
REC-0853,DEV-0067,CASE-0853,15,37,0,100.0,Over-flags Linux devices
REC-0854,DEV-0071,CASE-0854,95,50,3,94.3,Over-flags Linux devices; Overweights failed login signals on shared kiosks
REC-0855,DEV-0176,CASE-0855,16,63,2,96.9,Over-flags Linux devices; Less reliable on previously unseen device models; Limited visibility during VPN outages
REC-0856,DEV-0020,CASE-0856,19,23,0,100.0,Elevated false positives during patch windows
REC-0857,DEV-0205,CASE-0857,54,73,3,96.1,Elevated false positives during patch windows; Struggles with executive device context
REC-0858,DEV-0136,CASE-0858,106,51,3,94.4,Reduced accuracy on staging environments; Limited visibility during VPN outages; Less reliable on previously unseen device models
REC-0859,DEV-0113,CASE-0859,67,36,0,100.0,Over-flags Linux devices
REC-0860,DEV-0061,CASE-0860,85,69,0,100.0,Overweights failed login signals on shared kiosks
REC-0861,DEV-0129,CASE-0861,37,44,1,97.8,Less reliable on previously unseen device models; Limited visibility during VPN outages
REC-0862,DEV-0103,CASE-0862,82,72,4,94.7,Over-flags Linux devices
REC-0863,DEV-0136,CASE-0863,33,24,0,100.0,Over-flags Linux devices; Less reliable on previously unseen device models
REC-0864,DEV-0018,CASE-0864,97,72,2,97.3,Elevated false positives during patch windows; Limited visibility during VPN outages
REC-0865,DEV-0154,CASE-0865,87,72,2,97.3,Elevated false positives during patch windows
REC-0866,DEV-0190,CASE-0866,29,28,1,96.6,Elevated false positives during patch windows; Overweights failed login signals on shared kiosks; Less reliable on previously unseen device models
REC-0867,DEV-0033,CASE-0867,59,76,5,93.8,Less reliable on previously unseen device models; Struggles with executive device context; Overweights failed login signals on shared kiosks
REC-0868,DEV-0246,CASE-0868,59,78,1,98.7,Limited visibility during VPN outages
REC-0869,DEV-0079,CASE-0869,68,64,5,92.8,Over-flags Linux devices
REC-0870,DEV-0028,CASE-0870,81,29,0,100.0,Struggles with executive device context
REC-0871,DEV-0079,CASE-0871,77,48,3,94.1,Less reliable on previously unseen device models
REC-0872,DEV-0219,CASE-0872,31,39,1,97.5,Less reliable on previously unseen device models; Elevated false positives during patch windows
REC-0873,DEV-0241,CASE-0873,100,66,5,93.0,Over-flags Linux devices; Less reliable on previously unseen device models
REC-0874,DEV-0244,CASE-0874,50,64,5,92.8,Reduced accuracy on staging environments
REC-0875,DEV-0248,CASE-0875,47,46,3,93.9,Less reliable on previously unseen device models
REC-0876,DEV-0036,CASE-0876,61,75,2,97.4,Reduced accuracy on staging environments; Elevated false positives during patch windows
REC-0877,DEV-0112,CASE-0877,28,54,4,93.1,Over-flags Linux devices; Less reliable on previously unseen device models; Struggles with executive device context
REC-0878,DEV-0003,CASE-0878,67,37,2,94.9,Struggles with executive device context; Elevated false positives during patch windows
REC-0879,DEV-0186,CASE-0879,24,26,1,96.3,Overweights failed login signals on shared kiosks; Over-flags Linux devices
REC-0880,DEV-0072,CASE-0880,76,22,1,95.7,Reduced accuracy on staging environments; Less reliable on previously unseen device models
REC-0881,DEV-0228,CASE-0881,66,53,0,100.0,Less reliable on previously unseen device models; Over-flags Linux devices; Overweights failed login signals on shared kiosks
REC-0882,DEV-0087,CASE-0882,112,72,3,96.0,Overweights failed login signals on shared kiosks
REC-0883,DEV-0001,CASE-0883,100,58,2,96.7,Overweights failed login signals on shared kiosks
REC-0884,DEV-0074,CASE-0884,119,47,0,100.0,Less reliable on previously unseen device models
REC-0885,DEV-0058,CASE-0885,66,37,0,100.0,Elevated false positives during patch windows; Struggles with executive device context; Overweights failed login signals on shared kiosks
REC-0886,DEV-0246,CASE-0886,85,59,2,96.7,Over-flags Linux devices; Less reliable on previously unseen device models; Overweights failed login signals on shared kiosks
REC-0887,DEV-0057,CASE-0887,90,66,2,97.1,Elevated false positives during patch windows; Limited visibility during VPN outages; Less reliable on previously unseen device models
REC-0888,DEV-0150,CASE-0888,83,74,4,94.9,Struggles with executive device context; Limited visibility during VPN outages
REC-0889,DEV-0205,CASE-0889,112,43,0,100.0,Less reliable on previously unseen device models; Limited visibility during VPN outages; Struggles with executive device context
REC-0890,DEV-0031,CASE-0890,100,66,4,94.3,Less reliable on previously unseen device models; Reduced accuracy on staging environments
REC-0891,DEV-0077,CASE-0891,119,21,0,100.0,Less reliable on previously unseen device models
REC-0892,DEV-0032,CASE-0892,81,51,1,98.1,Reduced accuracy on staging environments; Struggles with executive device context; Limited visibility during VPN outages
REC-0893,DEV-0051,CASE-0893,60,55,1,98.2,Elevated false positives during patch windows
REC-0894,DEV-0239,CASE-0894,54,59,2,96.7,Elevated false positives during patch windows; Over-flags Linux devices
REC-0895,DEV-0148,CASE-0895,49,22,1,95.7,Less reliable on previously unseen device models; Reduced accuracy on staging environments; Elevated false positives during patch windows
REC-0896,DEV-0145,CASE-0896,65,34,0,100.0,Less reliable on previously unseen device models; Overweights failed login signals on shared kiosks
REC-0897,DEV-0180,CASE-0897,15,67,2,97.1,Limited visibility during VPN outages; Elevated false positives during patch windows
REC-0898,DEV-0090,CASE-0898,67,67,0,100.0,Overweights failed login signals on shared kiosks; Reduced accuracy on staging environments
REC-0899,DEV-0153,CASE-0899,27,76,1,98.7,Reduced accuracy on staging environments; Struggles with executive device context; Less reliable on previously unseen device models
REC-0900,DEV-0024,CASE-0900,61,58,2,96.7,Elevated false positives during patch windows; Reduced accuracy on staging environments; Less reliable on previously unseen device models
REC-0901,DEV-0090,CASE-0901,79,65,4,94.2,Less reliable on previously unseen device models; Overweights failed login signals on shared kiosks; Over-flags Linux devices
REC-0902,DEV-0205,CASE-0902,85,42,2,95.5,Struggles with executive device context; Less reliable on previously unseen device models; Over-flags Linux devices
REC-0903,DEV-0137,CASE-0903,44,52,4,92.9,Reduced accuracy on staging environments; Overweights failed login signals on shared kiosks; Limited visibility during VPN outages
REC-0904,DEV-0019,CASE-0904,42,41,3,93.2,Limited visibility during VPN outages
REC-0905,DEV-0102,CASE-0905,48,44,0,100.0,Reduced accuracy on staging environments
REC-0906,DEV-0100,CASE-0906,92,78,4,95.1,Less reliable on previously unseen device models
REC-0907,DEV-0093,CASE-0907,16,29,0,100.0,Reduced accuracy on staging environments; Over-flags Linux devices; Elevated false positives during patch windows
REC-0908,DEV-0187,CASE-0908,117,68,5,93.2,Reduced accuracy on staging environments
REC-0909,DEV-0198,CASE-0909,94,55,2,96.5,Elevated false positives during patch windows; Struggles with executive device context
REC-0910,DEV-0188,CASE-0910,34,73,6,92.4,Overweights failed login signals on shared kiosks
REC-0911,DEV-0195,CASE-0911,63,36,0,100.0,Limited visibility during VPN outages
REC-0912,DEV-0048,CASE-0912,52,61,3,95.3,Overweights failed login signals on shared kiosks
REC-0913,DEV-0003,CASE-0913,102,63,1,98.4,Reduced accuracy on staging environments; Limited visibility during VPN outages; Less reliable on previously unseen device models
REC-0914,DEV-0030,CASE-0914,75,64,4,94.1,Struggles with executive device context
REC-0915,DEV-0111,CASE-0915,62,44,1,97.8,Reduced accuracy on staging environments
REC-0916,DEV-0194,CASE-0916,77,56,3,94.9,Over-flags Linux devices; Less reliable on previously unseen device models; Reduced accuracy on staging environments
REC-0917,DEV-0012,CASE-0917,109,71,6,92.2,Less reliable on previously unseen device models; Limited visibility during VPN outages
REC-0918,DEV-0046,CASE-0918,50,46,1,97.9,Limited visibility during VPN outages; Struggles with executive device context
REC-0919,DEV-0142,CASE-0919,22,21,1,95.5,Overweights failed login signals on shared kiosks; Elevated false positives during patch windows; Limited visibility during VPN outages
REC-0920,DEV-0045,CASE-0920,65,37,0,100.0,Over-flags Linux devices; Elevated false positives during patch windows
REC-0921,DEV-0152,CASE-0921,38,29,0,100.0,Struggles with executive device context; Over-flags Linux devices
REC-0922,DEV-0106,CASE-0922,85,73,5,93.6,Overweights failed login signals on shared kiosks; Elevated false positives during patch windows; Over-flags Linux devices
REC-0923,DEV-0007,CASE-0923,107,23,1,95.8,Overweights failed login signals on shared kiosks; Struggles with executive device context; Less reliable on previously unseen device models
REC-0924,DEV-0013,CASE-0924,28,79,0,100.0,Struggles with executive device context; Less reliable on previously unseen device models
REC-0925,DEV-0055,CASE-0925,31,74,4,94.9,Reduced accuracy on staging environments; Struggles with executive device context
REC-0926,DEV-0185,CASE-0926,68,60,3,95.2,Overweights failed login signals on shared kiosks
REC-0927,DEV-0156,CASE-0927,60,20,1,95.2,Over-flags Linux devices
REC-0928,DEV-0218,CASE-0928,26,64,4,94.1,Struggles with executive device context; Reduced accuracy on staging environments; Elevated false positives during patch windows
REC-0929,DEV-0089,CASE-0929,25,48,0,100.0,Reduced accuracy on staging environments; Struggles with executive device context; Limited visibility during VPN outages
REC-0930,DEV-0127,CASE-0930,67,49,0,100.0,Limited visibility during VPN outages; Struggles with executive device context; Over-flags Linux devices
REC-0931,DEV-0172,CASE-0931,118,31,1,96.9,Struggles with executive device context; Overweights failed login signals on shared kiosks
REC-0932,DEV-0149,CASE-0932,87,38,1,97.4,Overweights failed login signals on shared kiosks; Struggles with executive device context; Limited visibility during VPN outages
REC-0933,DEV-0236,CASE-0933,101,54,1,98.2,Struggles with executive device context; Over-flags Linux devices
REC-0934,DEV-0115,CASE-0934,100,65,4,94.2,Reduced accuracy on staging environments; Elevated false positives during patch windows
REC-0935,DEV-0022,CASE-0935,15,77,5,93.9,Reduced accuracy on staging environments; Struggles with executive device context
REC-0936,DEV-0022,CASE-0936,93,33,2,94.3,Struggles with executive device context; Less reliable on previously unseen device models
REC-0937,DEV-0115,CASE-0937,59,20,0,100.0,Limited visibility during VPN outages; Struggles with executive device context
REC-0938,DEV-0012,CASE-0938,104,58,1,98.3,Struggles with executive device context; Overweights failed login signals on shared kiosks
REC-0939,DEV-0148,CASE-0939,105,70,2,97.2,Over-flags Linux devices; Less reliable on previously unseen device models
REC-0940,DEV-0116,CASE-0940,64,28,1,96.6,Reduced accuracy on staging environments; Limited visibility during VPN outages
REC-0941,DEV-0176,CASE-0941,85,74,2,97.4,Elevated false positives during patch windows
REC-0942,DEV-0119,CASE-0942,103,34,1,97.1,Struggles with executive device context; Over-flags Linux devices
REC-0943,DEV-0240,CASE-0943,101,55,0,100.0,Struggles with executive device context; Less reliable on previously unseen device models
REC-0944,DEV-0024,CASE-0944,34,21,1,95.5,Over-flags Linux devices; Reduced accuracy on staging environments
REC-0945,DEV-0023,CASE-0945,77,52,1,98.1,Over-flags Linux devices; Overweights failed login signals on shared kiosks
REC-0946,DEV-0178,CASE-0946,99,40,3,93.0,Over-flags Linux devices; Reduced accuracy on staging environments
REC-0947,DEV-0211,CASE-0947,100,63,3,95.5,Limited visibility during VPN outages
REC-0948,DEV-0036,CASE-0948,78,27,1,96.4,Over-flags Linux devices; Struggles with executive device context; Elevated false positives during patch windows
REC-0949,DEV-0053,CASE-0949,48,74,1,98.7,Less reliable on previously unseen device models; Elevated false positives during patch windows; Overweights failed login signals on shared kiosks
REC-0950,DEV-0115,CASE-0950,112,42,0,100.0,Struggles with executive device context; Limited visibility during VPN outages; Reduced accuracy on staging environments
REC-0951,DEV-0100,CASE-0951,54,67,4,94.4,Reduced accuracy on staging environments
REC-0952,DEV-0245,CASE-0952,49,30,1,96.8,Limited visibility during VPN outages
REC-0953,DEV-0141,CASE-0953,18,61,3,95.3,Limited visibility during VPN outages
REC-0954,DEV-0038,CASE-0954,32,42,1,97.7,Struggles with executive device context
REC-0955,DEV-0072,CASE-0955,18,78,4,95.1,Struggles with executive device context
REC-0956,DEV-0136,CASE-0956,73,39,0,100.0,Overweights failed login signals on shared kiosks; Struggles with executive device context; Limited visibility during VPN outages
REC-0957,DEV-0248,CASE-0957,111,55,4,93.2,Elevated false positives during patch windows; Limited visibility during VPN outages; Over-flags Linux devices
REC-0958,DEV-0113,CASE-0958,19,75,1,98.7,Over-flags Linux devices
REC-0959,DEV-0001,CASE-0959,19,68,5,93.2,Elevated false positives during patch windows
REC-0960,DEV-0042,CASE-0960,95,48,2,96.0,Struggles with executive device context; Elevated false positives during patch windows
REC-0961,DEV-0052,CASE-0961,67,22,1,95.7,Struggles with executive device context; Over-flags Linux devices; Overweights failed login signals on shared kiosks
REC-0962,DEV-0189,CASE-0962,113,67,5,93.1,Limited visibility during VPN outages; Overweights failed login signals on shared kiosks
REC-0963,DEV-0163,CASE-0963,88,58,1,98.3,Reduced accuracy on staging environments; Struggles with executive device context; Less reliable on previously unseen device models
REC-0964,DEV-0034,CASE-0964,92,31,0,100.0,Over-flags Linux devices
REC-0965,DEV-0003,CASE-0965,60,69,5,93.2,Limited visibility during VPN outages; Elevated false positives during patch windows
REC-0966,DEV-0128,CASE-0966,39,23,1,95.8,Reduced accuracy on staging environments; Less reliable on previously unseen device models; Overweights failed login signals on shared kiosks
REC-0967,DEV-0099,CASE-0967,94,61,4,93.8,Less reliable on previously unseen device models
REC-0968,DEV-0177,CASE-0968,48,31,1,96.9,Limited visibility during VPN outages; Less reliable on previously unseen device models
REC-0969,DEV-0181,CASE-0969,57,32,1,97.0,Less reliable on previously unseen device models; Over-flags Linux devices
REC-0970,DEV-0145,CASE-0970,56,59,2,96.7,Elevated false positives during patch windows; Over-flags Linux devices; Reduced accuracy on staging environments
REC-0971,DEV-0149,CASE-0971,43,50,4,92.6,Over-flags Linux devices; Struggles with executive device context
REC-0972,DEV-0097,CASE-0972,25,36,1,97.3,Elevated false positives during patch windows; Reduced accuracy on staging environments
REC-0973,DEV-0027,CASE-0973,33,33,1,97.1,Limited visibility during VPN outages; Reduced accuracy on staging environments; Overweights failed login signals on shared kiosks
REC-0974,DEV-0118,CASE-0974,58,31,2,93.9,Elevated false positives during patch windows
REC-0975,DEV-0180,CASE-0975,29,78,0,100.0,Overweights failed login signals on shared kiosks; Struggles with executive device context; Over-flags Linux devices
REC-0976,DEV-0053,CASE-0976,101,30,2,93.8,Struggles with executive device context
REC-0977,DEV-0150,CASE-0977,45,62,1,98.4,Reduced accuracy on staging environments; Limited visibility during VPN outages; Less reliable on previously unseen device models
REC-0978,DEV-0090,CASE-0978,18,28,1,96.6,Less reliable on previously unseen device models; Limited visibility during VPN outages; Reduced accuracy on staging environments
REC-0979,DEV-0058,CASE-0979,92,55,2,96.5,Elevated false positives during patch windows
REC-0980,DEV-0207,CASE-0980,22,26,1,96.3,Reduced accuracy on staging environments; Less reliable on previously unseen device models
REC-0981,DEV-0138,CASE-0981,36,26,0,100.0,Elevated false positives during patch windows; Struggles with executive device context; Limited visibility during VPN outages
REC-0982,DEV-0023,CASE-0982,37,46,1,97.9,Less reliable on previously unseen device models
REC-0983,DEV-0200,CASE-0983,57,38,1,97.4,Reduced accuracy on staging environments; Over-flags Linux devices
REC-0984,DEV-0230,CASE-0984,82,54,4,93.1,Overweights failed login signals on shared kiosks; Over-flags Linux devices
REC-0985,DEV-0002,CASE-0985,117,66,5,93.0,Less reliable on previously unseen device models; Overweights failed login signals on shared kiosks; Struggles with executive device context
